Holdings details

Total World Stock ETF (VT)


Equity,as of 05/31/2026

,SEDOL,HOLDINGS,TICKER,% OF FUNDS*,SUB-INDUSTRY,COUNTRY,SECURITYDEPOSITORYRECEIPTTYPE,MARKET VALUE*,SHARES
,6015815,WEB Travel Group Ltd,WEB,<0.01%,"Hotels, Resorts & Cruise Lines",AU,---,"$439,237.92","234,835"
,6497112,CJ Logistics Corp,000120,<0.01%,Air Freight & Logistics,KR,---,"$438,866.23","7,738"
,BMCHTK5,Lotte Rental Co Ltd,089860,<0.01%,Passenger Ground Transportation,KR,---,"$438,770.09","21,151"
,6243597,SIA Engineering Co Ltd,SIE,<0.01%,Airport Services,SG,---,"$438,686.97","173,300"
,6499163,Kyosan Electric Manufacturing Co Ltd,6742,<0.01%,Electronic Equipment & Instruments,JP,---,"$438,439.53","92,700"
,BYQ71T8,Middle East Healthcare Co,MEH,<0.01%,Health Care Facilities,SA,---,"$438,407.57","48,355"
,BJQQJ85,China Risun Group Ltd,1907,<0.01%,Commodity Chemicals,HK,---,"$438,291.75","1,363,000"
,B17R248,Wacker Neuson SE,WAC,<0.01%,Construction Machinery & Heavy Transportation Equipment,DE,---,"$438,216.36","19,702"
,B28J1X2,Construtora Tenda S/A,TEND3,<0.01%,Homebuilding,BR,---,"$437,987.87","67,588"
,BP2RQ94,Dexus Industria REIT,DXI,<0.01%,Industrial REITs,AU,---,"$437,299.35","254,739"
,BKPHNH3,C&A MODAS SA,CEAB3,<0.01%,Apparel Retail,BR,---,"$437,072.09","190,400"
,BF0X6T4,JSB Co Ltd,3480,<0.01%,Diversified Real Estate Activities,JP,---,"$437,001.42","10,400"
,B0684C7,Manila Water Co Inc,MWC,<0.01%,Water Utilities,PH,---,"$436,475.62","688,900"
,BQXHXB1,Petrindo Jaya Kreasi Tbk PT,CUAN,<0.01%,Coal & Consumable Fuels,ID,---,"$436,392.66","12,378,300"
,BFY8GC8,China Merchants Expressway Network & Technology Holdings Co Ltd,001965,<0.01%,Highways & Railtracks,CN,---,"$436,240.22","294,100"
,6694548,PRECIOUS SHIPPING PCL-FORGN,PSL/F,<0.01%,Marine Transportation,TH,---,"$435,470.12","1,852,200"
,6179733,Cathay Real Estate Development Co Ltd,2501,<0.01%,Real Estate Development,TW,---,"$435,416.91","602,200"
,BT7MHJ9,CECONOMY AG,CECV,<0.01%,Computer & Electronics Retail,DE,---,"$435,245.72","88,663"
,BGH17Y0,MEGA LIFESCIENCES PCL-FOREIG,MEGA/F,<0.01%,Pharmaceuticals,TH,---,"$435,189.48","393,900"
,BMH11Y0,THAI LIFE INSURANCE PCL-FORE,TLI/F,<0.01%,Life & Health Insurance,TH,---,"$435,020.34","1,279,700"
,BLBJ0P7,Metro Brands Ltd,METROBRA,<0.01%,Apparel Retail,IN,---,"$434,875.51","40,391"
,BP3R8N1,Anhui Xinhua Media Co Ltd,601801,<0.01%,Distributors,CN,---,"$434,407.91","517,600"
,6894586,TOA ROAD CORP,1882,<0.01%,Construction & Engineering,JP,---,"$434,209.80","45,660"
,BJMXQ67,LIFE360 INC-CDI,360,<0.01%,Application Software,AU,CDI,"$434,188.09","31,141"
,B03MXX6,Tat Gida Sanayi AS,TATGD,<0.01%,Packaged Foods & Meats,TR,---,"$434,165.91","954,581"
,6871824,Tainan Spinning Co Ltd,1440,<0.01%,Textiles,TW,---,"$434,157.25","1,084,543"
,BRS6194,BANGKOK AIRWAYS-FOREIGN,BA/F,<0.01%,Passenger Airlines,TH,---,"$434,136.79","908,700"
,BSRJP77,Aadhar Housing Finance Ltd,AADHARHF,<0.01%,Commercial & Residential Mortgage Finance,IN,---,"$434,124.65","86,446"
,6203687,Farglory Land Development Co Ltd,5522,<0.01%,Real Estate Development,TW,---,"$434,107.63","187,000"
,BSQLXN6,Knowledge Realty Trust,KRT,<0.01%,Office REITs,IN,---,"$434,005.43","355,226"
,6018632,Sakura Development Co Ltd,2539,<0.01%,Real Estate Development,TW,---,"$433,797.95","370,480"
,B236JB2,Tiangong International Co Ltd,826,<0.01%,Steel,HK,---,"$433,695.60","996,000"
,BKTQQK0,Cohance Lifesciences Ltd,COHANCE,<0.01%,Pharmaceuticals,IN,---,"$433,108.58","95,382"
,B1GPBP7,Dubai Financial Market PJSC,DFM,<0.01%,Financial Exchanges & Data,AE,---,"$433,011.99","1,090,939"
,6895620,Toenec Corp,1946,<0.01%,Construction & Engineering,JP,---,"$432,920.19","30,400"
,6687184,Unilever Indonesia Tbk PT,UNVR,<0.01%,Household Products,ID,---,"$432,300.09","4,518,200"
,6878933,Techno Ryowa Ltd,1965,<0.01%,Construction & Engineering,JP,---,"$432,255.71","10,900"
,0163895,J D Wetherspoon PLC,JDW,<0.01%,Restaurants,GB,---,"$431,798.99","50,210"
,6248503,DAISHIN SECURITIES CO LTD-PF,003545,<0.01%,Investment Banking & Brokerage,KR,---,"$431,793.92","31,405"
,BFY8G73,Green Development Electricity Group of Tianjin Co Ltd,000537,<0.01%,Renewable Electricity,CN,---,"$431,700.33","266,100"
,B0YBSZ9,Reysas Tasimacilik ve Lojistik Ticaret AS,RYSAS,<0.01%,Air Freight & Logistics,TR,---,"$431,616.95","899,712"
,BSLKXP0,Ryoyo Ryosan Holdings Inc,167A,<0.01%,Technology Distributors,JP,---,"$431,518.29","23,896"
,BP6TX17,Rategain Travel Technologies Ltd,RATEGAIN,<0.01%,Application Software,IN,---,"$431,414.51","54,794"
,BNT8D28,Intercos SpA,ICOS,<0.01%,Personal Care Products,IT,---,"$431,346.95","30,207"
,6895943,Tokyo Keiki Inc,7721,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$431,329.39","11,612"
,BD5M1R5,Guocheng Mining Co Ltd,000688,<0.01%,Diversified Metals & Mining,CN,---,"$431,312.32","69,054"
,5784462,Suedzucker AG,SZU,<0.01%,Packaged Foods & Meats,DE,---,"$431,225.02","32,203"
,BD5C993,Yunnan Lincang Xinyuan Germanium Industrial Co Ltd,002428,<0.01%,Diversified Metals & Mining,CN,---,"$430,560.06","31,900"
,BHQPSR0,SG Micro Corp,300661,<0.01%,Semiconductors,CN,---,"$430,181.07","24,722"
,BK531P5,TIM SA-ADR,TIMB,<0.01%,Wireless Telecommunication Services,US,ADR,"$430,094.64","19,532"
,BL0P6R0,Systemair AB,SYSR,<0.01%,Building Products,SE,---,"$429,979.73","52,696"
,B63WX27,VA Tech Wabag Ltd,VATW,<0.01%,Water Utilities,IN,---,"$429,819.02","26,739"
,BHR0FS4,Poly Property Services Co Ltd,6049,<0.01%,Real Estate Operating Companies,HK,---,"$429,671.63","113,700"
,BSF1X93,Nanshan Aluminium International Holdings Ltd,2610,<0.01%,Aluminum,HK,---,"$429,416.65","96,000"
,B2QRCM4,Cyfrowy Polsat SA,CPS,<0.01%,Integrated Telecommunication Services,PL,---,"$429,412.63","96,348"
,B0TLGZ0,Chabiotech Co Ltd,085660,<0.01%,Health Care Facilities,KR,---,"$429,035.24","48,028"
,6135843,Procter & Gamble Health Ltd,PGHL,<0.01%,Pharmaceuticals,IN,---,"$428,544.84","6,726"
,BP3R626,Shanghai Bailian Group Co Ltd,600827,<0.01%,Food Retail,CN,---,"$428,507.17","341,300"
,BHWLWH0,Hebei Yangyuan Zhihui Beverage Co Ltd,603156,<0.01%,Packaged Foods & Meats,CN,---,"$428,453.84","67,700"
,6117733,Obara Group Inc,6877,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$428,447.45","10,800"
,6456016,Ise Chemicals Corp,4107,<0.01%,Commodity Chemicals,JP,---,"$428,000.51","16,300"
,6433105,Hokuetsu Corp,3865,<0.01%,Paper Products,JP,---,"$427,777.53","74,600"
,BRJ2VC4,Entra ASA,ENTRA,<0.01%,Real Estate Operating Companies,NO,---,"$427,539.98","37,845"
,BMCHJF0,Clarity Pharmaceuticals Ltd,CU6,<0.01%,Pharmaceuticals,AU,---,"$427,354.00","238,948"
,BQV68C6,Realord Group Holdings Ltd,1196,<0.01%,Trading Companies & Distributors,HK,---,"$427,291.68","328,000"
,BD5CF62,Tongding Interconnection Information Co Ltd,002491,<0.01%,Communications Equipment,CN,---,"$427,021.36","120,500"
,6175054,Macquarie Technology Group Ltd,MAQ,<0.01%,Internet Services & Infrastructure,AU,---,"$426,850.73","7,973"
,5997118,Television Francaise 1 SA,TFI,<0.01%,Broadcasting,FR,---,"$426,659.56","53,534"
,BQQF4T7,Jammu & Kashmir Bank Ltd/The,JKBK,<0.01%,Diversified Banks,IN,---,"$426,627.17","288,734"
,6642525,Nippon Signal Co Ltd,6741,<0.01%,Electronic Equipment & Instruments,JP,---,"$426,470.01","42,800"
,BYQ9774,Flat Glass Group Co Ltd,6865,<0.01%,Semiconductor Materials & Equipment,HK,---,"$426,444.24","402,000"
,BD5CM94,Huadong Medicine Co Ltd,000963,<0.01%,Health Care Distributors,CN,---,"$426,265.01","99,430"
,B633D97,Zhongsheng Group Holdings Ltd,881,<0.01%,Automotive Retail,HK,---,"$425,866.68","541,500"
,B5NM8S1,Elang Mahkota Teknologi Tbk PT,EMTK,<0.01%,Broadcasting,ID,---,"$425,784.79","12,364,300"
,BZ76QG3,JCHX Mining Management Co Ltd,603979,<0.01%,Diversified Metals & Mining,CN,---,"$425,577.30","38,800"
,BZ0D1J9,Founder Technology Group Corp,600601,<0.01%,Electronic Components,CN,---,"$425,382.83","214,400"
,6986405,Yokogawa Bridge Holdings Corp,5911,<0.01%,Construction & Engineering,JP,---,"$425,348.95","24,100"
,6129749,Merry Electronics Co Ltd,2439,<0.01%,Consumer Electronics,TW,---,"$425,263.76","145,471"
,B18D6G5,JINS Holdings Inc,3046,<0.01%,Other Specialty Retail,JP,---,"$425,139.56","8,200"
,B3Q0VS9,VNET GROUP INC-ADR,VNET,<0.01%,Internet Services & Infrastructure,US,ADR,"$424,589.76","42,122"
,6431574,Adlink Technology Inc,6166,<0.01%,"Technology Hardware, Storage & Peripherals",TW,---,"$424,425.60","100,584"
,BYXJC27,Ibstock PLC,IBST,<0.01%,Construction Materials,GB,---,"$424,422.97","303,831"
,7042395,Eurazeo SE,RF,<0.01%,Multi-Sector Holdings,FR,---,"$424,375.54","7,843"
,BMF7P71,Kingsemi Co Ltd,688037,<0.01%,Semiconductor Materials & Equipment,CN,---,"$424,230.62","11,692"
,B1YBRK4,Cia Energetica de Minas Gerais,CMIG3,<0.01%,Electric Utilities,BR,---,"$424,155.27","133,646"
,B00FYK2,Indosat Tbk PT,ISAT,<0.01%,Wireless Telecommunication Services,ID,---,"$423,420.64","3,501,600"
,BCDYQ37,NHN Corp,181710,<0.01%,Interactive Home Entertainment,KR,---,"$423,353.60","12,518"
,BP3RCV7,Hangzhou Silan Microelectronics Co Ltd,600460,<0.01%,Semiconductors,CN,---,"$423,346.01","82,800"
,BD0TSX6,BFF Bank SpA,BFF,<0.01%,Specialized Finance,IT,---,"$423,330.26","129,109"
,7242087,Banca IFIS SpA,IF,<0.01%,Specialized Finance,IT,---,"$422,962.10","17,903"
,6889496,Deep Source Holdings Ltd,990,<0.01%,Trading Companies & Distributors,HK,---,"$422,837.80","4,290,000"
,B1L3CS6,Ubisoft Entertainment SA,UBI,<0.01%,Interactive Home Entertainment,FR,---,"$422,612.23","64,480"
,BL73BJ4,Cia Brasileira de Aluminio,CBAV3,<0.01%,Aluminum,BR,---,"$422,598.88","199,422"
,6535432,Lotte Corp,004990,<0.01%,Industrial Conglomerates,KR,---,"$422,504.36","25,102"
,B4XFS83,Core Lithium Ltd,CXO,<0.01%,Diversified Metals & Mining,AU,---,"$422,369.22","1,986,156"
,6892665,TKC Corp,9746,<0.01%,Data Processing & Outsourced Services,JP,---,"$422,349.63","19,600"
,6381691,Grape King Bio Ltd,1707,<0.01%,Personal Care Products,TW,---,"$422,176.84","131,000"
,BZCFTJ9,HAESUNG DS Co Ltd,195870,<0.01%,Semiconductor Materials & Equipment,KR,---,"$422,135.30","7,122"
,BJLWMG7,Chongqing Rural Commercial Bank Co Ltd,601077,<0.01%,Regional Banks,CN,---,"$421,814.61","429,800"
,B128GR7,Arriyadh Development Co,ADCO,<0.01%,Real Estate Operating Companies,SA,---,"$421,469.75","86,676"
,BFY8HG9,China Rare Earth Resources And Technology Co Ltd,000831,<0.01%,Diversified Metals & Mining,CN,---,"$421,289.88","58,400"
,BCDYGW6,Burstone Group Ltd,BTN,<0.01%,Diversified REITs,ZA,---,"$421,266.32","698,541"
,6456492,Ichiyoshi Securities Co Ltd,8624,<0.01%,Investment Banking & Brokerage,JP,---,"$421,162.88","51,800"
,6280680,San-A Co Ltd,2659,<0.01%,Food Retail,JP,---,"$420,984.82","21,600"
,BNHPM68,Jinko Solar Co Ltd,688223,<0.01%,Semiconductors,CN,---,"$420,404.21","485,479"
,BD5CGD6,Wuhan Guide Infrared Co Ltd,002414,<0.01%,Electronic Equipment & Instruments,CN,---,"$420,218.24","220,995"
,B1FRH89,M Dias Branco SA,MDIA3,<0.01%,Packaged Foods & Meats,BR,---,"$420,122.11","109,300"
,B1W8J67,TFS Financial Corp,TFSL,<0.01%,Regional Banks,US,---,"$419,976.27","26,397"
,BMB3BN1,Barco NV,BAR,<0.01%,Electronic Equipment & Instruments,BE,---,"$419,362.45","39,155"
,BD5CL08,Sichuan Kelun Pharmaceutical Co Ltd,002422,<0.01%,Pharmaceuticals,CN,---,"$419,026.50","78,000"
,6793304,Seika Corp,8061,<0.01%,Trading Companies & Distributors,JP,---,"$418,955.76","20,700"
,B1LQJY0,Birlasoft Ltd,BSOFT,<0.01%,Systems Software,IN,---,"$418,550.54","124,475"
,BMTCX89,Olympic Circuit Technology Co Ltd,603920,<0.01%,Electronic Components,CN,---,"$418,438.40","46,300"
,BN7F4X9,Dexco SA,DXCO3,<0.01%,Forest Products,BR,---,"$418,079.46","443,072"
,BSM8WL2,RAI Way SpA,RWAY,<0.01%,Integrated Telecommunication Services,IT,---,"$418,041.96","63,457"
,6988393,Pharmicell Co Ltd,005690,<0.01%,Biotechnology,KR,---,"$417,992.32","41,917"
,6196215,Chun Yuan Steel Industry Co Ltd,2010,<0.01%,Steel,TW,---,"$417,762.16","563,000"
,BYWT1W1,IQIYI INC-ADR,IQ,<0.01%,Movies & Entertainment,US,ADR,"$417,595.68","366,312"
,BW1LX40,ARCHION Corp,543A,<0.01%,Construction Machinery & Heavy Transportation Equipment,JP,---,"$417,193.36","189,300"
,BYZ2JR8,RHI Magnesita NV,RHIM,<0.01%,Construction Materials,GB,---,"$417,165.33","10,453"
,BD5CPX9,China International Marine Containers Group Co Ltd,000039,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$417,021.10","256,100"
,6644974,Nissei ASB Machine Co Ltd,6284,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$416,778.20","7,100"
,B1ZBYD5,Maeda Kosen Co Ltd,7821,<0.01%,Construction Materials,JP,---,"$416,703.06","36,200"
,6266301,Delek Automotive Systems Ltd,DLEA,<0.01%,Automotive Retail,IL,---,"$416,366.06","60,376.85"
,BD7Y7L5,LT Foods Ltd,LTFOODS,<0.01%,Packaged Foods & Meats,IN,---,"$415,799.32","100,860"
,BPJHV58,Ithaca Energy PLC,ITH,<0.01%,Oil & Gas Exploration & Production,GB,---,"$415,383.93","140,017"
,6036496,Kosaido Holdings Co Ltd,7868,<0.01%,Commercial Printing,JP,---,"$415,084.24","111,500"
,6646237,Nomura Co Ltd,9716,<0.01%,Research & Consulting Services,JP,---,"$414,903.96","60,800"
,6769811,Sakata Seed Corp,1377,<0.01%,Agricultural Products & Services,JP,---,"$414,738.35","16,000"
,BMXTYM7,Shanghai Aiko Solar Energy Co Ltd,600732,<0.01%,Semiconductors,CN,---,"$414,716.02","231,920"
,BD5LYL7,Guangdong Shenglu Telecommunication Tech Co Ltd,002446,<0.01%,Communications Equipment,CN,---,"$414,582.61","286,180"
,B4YX1N2,China Datang Corp Renewable Power Co Ltd,1798,<0.01%,Renewable Electricity,HK,---,"$414,529.70","1,922,000"
,6638331,Nichiha Corp,7943,<0.01%,Building Products,JP,---,"$414,361.80","22,200"
,6804239,Shibuya Corp,6340,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$414,150.31","17,000"
,BD6QTV6,CNPC Capital Co Ltd,000617,<0.01%,Diversified Banks,CN,---,"$413,844.75","359,700"
,B1XDJC7,Tianneng Power International Ltd,819,<0.01%,Automotive Parts & Equipment,HK,---,"$413,451.30","550,000"
,6075068,Bando Chemical Industries Ltd,5195,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$413,410.14","29,400"
,BD5CJ71,Gotion High-tech Co Ltd,002074,<0.01%,Electrical Components & Equipment,CN,---,"$413,000.91","84,800"
,7154104,GL Events SACA,GLO,<0.01%,Diversified Support Services,FR,---,"$412,908.13","10,072"
,6354671,Shougang Fushan Resources Group Ltd,639,<0.01%,Steel,HK,---,"$412,889.72","1,188,441"
,B0B7JY6,BETAGRO PCL-FOREIGN,BTG/F,<0.01%,Packaged Foods & Meats,TH,---,"$412,781.07","675,900"
,BNHSQB0,Empyrean Technology Co Ltd,301269,<0.01%,Systems Software,CN,---,"$412,566.73","24,400"
,BNKCRG1,Vimian Group AB,VIMIAN,<0.01%,Health Care Supplies,SE,---,"$411,756.21","136,104"
,6987602,Chung Hung Steel Corp,2014,<0.01%,Steel,TW,---,"$411,678.57","702,000"
,6601388,A&D HOLON Holdings Co Ltd,7745,<0.01%,Electronic Equipment & Instruments,JP,---,"$411,660.44","23,422"
,2297628,Empresa Nacional de Telecomunicaciones SA,ENTEL,<0.01%,Wireless Telecommunication Services,CL,---,"$411,166.24","101,654"
,B14WZ47,Champion REIT,2778,<0.01%,Office REITs,HK,---,"$410,247.61","1,323,332"
,6419581,Heiwa Corp,6412,<0.01%,Leisure Facilities,JP,---,"$409,457.07","33,600"
,B0NNX17,Starts Proceed Investment Corp,8979,<0.01%,Multi-Family Residential REITs,JP,---,"$409,442.69",350
,B03MP18,Arcelik AS,ARCLK,<0.01%,Household Appliances,TR,---,"$409,429.62","183,982"
,B1TK201,Ai Holdings Corp,3076,<0.01%,Electronic Equipment & Instruments,JP,---,"$409,179.32","23,200"
,BMWYQP0,Seazen Group Ltd,1030,<0.01%,Real Estate Development,HK,---,"$408,969.98","1,761,754"
,BLF99X4,Huaxin Building Materials Group Co Ltd,6655,<0.01%,Construction Materials,HK,---,"$408,918.31","218,100"
,BTBLQC8,STECON GROUP PCL-FOREIGN,STECON/F,<0.01%,Construction & Engineering,TH,---,"$408,539.32","850,400"
,6329947,FP Corp,7947,<0.01%,"Metal, Glass & Plastic Containers",JP,---,"$408,080.36","27,200"
,6355210,Galilei Co Ltd,6420,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$408,064.04","18,900"
,BPSRBX7,Jindal Saw Ltd,JSAW,<0.01%,Steel,IN,---,"$408,047.66","156,942"
,BMGJQ17,Leader Harmonious Drive Systems Co Ltd,688017,<0.01%,Industrial Machinery & Supplies & Components,CN,---,"$408,045.05","9,009"
,5993901,Metropole Television SA,MMT,<0.01%,Broadcasting,FR,---,"$407,791.34","30,301"
,BN72NQ6,I-TAIL CORP PCL-FOREIGN,ITC/F,<0.01%,Packaged Foods & Meats,TH,---,"$407,759.78","824,800"
,BD5CKJ0,China Greatwall Technology Group Co Ltd,000066,<0.01%,"Technology Hardware, Storage & Peripherals",CN,---,"$406,947.82","155,100"
,BKVD654,Devyani International Ltd,DEVYANI,<0.01%,Restaurants,IN,---,"$406,547.27","335,108"
,B9XQQ65,ODAS Elektrik Uretim ve Sanayi Ticaret AS,ODAS,<0.01%,Electric Utilities,TR,---,"$406,512.34","2,529,583"
,B128FT2,Saudi Real Estate Co,SRECO,<0.01%,Diversified Real Estate Activities,SA,---,"$405,926.80","94,116"
,6438597,Olectra Greentech Ltd,OLECTRA,<0.01%,Construction Machinery & Heavy Transportation Equipment,IN,---,"$405,890.90","32,669"
,B1Z8XW8,Tri Chemical Laboratories Inc,4369,<0.01%,Semiconductor Materials & Equipment,JP,---,"$405,836.38","17,168"
,BD4DC98,STAR PETROLEUM REFINING PCL,SPRC/F,<0.01%,Oil & Gas Refining & Marketing,TH,---,"$405,800.59","1,784,900"
,6049632,Ariake Japan Co Ltd,2815,<0.01%,Packaged Foods & Meats,JP,---,"$405,745.61","12,200"
,6054788,Asahi Diamond Industrial Co Ltd,6140,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$405,642.72","48,200"
,6985242,Yamagata Bank Ltd/The,8344,<0.01%,Regional Banks,JP,---,"$404,196.32","20,800"
,B136WG1,Qassim Cement Co/The,QACCO,<0.01%,Construction Materials,SA,---,"$403,999.12","32,987"
,B679Q36,Seegene Inc,096530,<0.01%,Biotechnology,KR,---,"$403,838.77","20,038"
,6989976,Zuken Inc,6947,<0.01%,IT Consulting & Other Services,JP,---,"$403,814.10","13,800"
,BP3RLZ4,Chongqing Three Gorges Water Conservancy & Electric Power Co Ltd,600116,<0.01%,Electric Utilities,CN,---,"$403,241.81","394,400"
,BRJG933,Belrise Industries Ltd,BELRISE,<0.01%,Automotive Parts & Equipment,IN,---,"$403,205.12","177,127"
,B0ZV9X3,Toyo Tanso Co Ltd,5310,<0.01%,Electrical Components & Equipment,JP,---,"$403,136.33","8,500"
,BVRYS52,Poly Medicure Ltd,PLM,<0.01%,Health Care Supplies,IN,---,"$402,878.53","28,371"
,2174312,CAP SA,CAP,<0.01%,Steel,CL,---,"$402,849.31","52,351"
,BJ34614,Livzon Pharmaceutical Group Inc,1513,<0.01%,Pharmaceuticals,HK,---,"$402,836.20","120,006"
,6045878,Aoyama Trading Co Ltd,8219,<0.01%,Apparel Retail,JP,---,"$402,626.15","92,400"
,6374992,DyDo Group Holdings Inc,2590,<0.01%,Packaged Foods & Meats,JP,---,"$402,585.63","23,900"
,6745747,Rock Field Co Ltd,2910,<0.01%,Restaurants,JP,---,"$402,143.31","51,700"
,B39J2Q8,Saudi Reinsurance Co,SAUDIRE,<0.01%,Reinsurance,SA,---,"$401,690.98","58,160"
,BSTJDT3,METAWATER Co Ltd,9551,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$401,678.73","18,000"
,B064D84,GungHo Online Entertainment Inc,3765,<0.01%,Interactive Home Entertainment,JP,---,"$401,380.42","28,670"
,BWM0HL1,VOYAH Automobile Technology Co Ltd,7489,<0.01%,Automobile Manufacturers,HK,---,"$401,349.55","596,838"
,B1H33S7,Ufuk Yatirim Yonetim ve Gayrimenkul AS,UFUK,<0.01%,Real Estate Operating Companies,TR,---,"$401,167.28","12,982"
,B00L819,PTC India Ltd,PTCIN,<0.01%,Independent Power Producers & Energy Traders,IN,---,"$401,125.34","208,193"
,BJS6GL5,Swan Corp Ltd,SWANCORP,<0.01%,Textiles,IN,---,"$401,071.09","115,723"
,6597432,Mitsui High-Tec Inc,6966,<0.01%,Semiconductors,JP,---,"$401,066.74","62,500"
,BP91N98,Eastern Air Logistics Co Ltd,601156,<0.01%,Air Freight & Logistics,CN,---,"$401,054.84","164,799"
,BKX8X23,Newborn Town Inc,9911,<0.01%,Interactive Media & Services,HK,---,"$401,025.83","394,000"
,BV6FYB4,Sunshine Lake Pharma Co Ltd,6887,<0.01%,Pharmaceuticals,HK,---,"$400,877.08","86,154"
,BYMFG13,Bata India Ltd,BATA,<0.01%,Footwear,IN,---,"$400,773.89","56,931"
,BYZZVG0,Shriram Pistons & Rings Ltd,SPRL,<0.01%,Automotive Parts & Equipment,IN,---,"$400,317.62","11,224"
,6797458,Sinopec Shanghai Petrochemical Co Ltd,338,<0.01%,Commodity Chemicals,HK,---,"$399,690.93","2,772,000"
,B1343N9,Yamama Cement Co,YACCO,<0.01%,Construction Materials,SA,---,"$399,009.03","61,689"
,BTDQ4V6,Smartsens Technology Shanghai Co Ltd,688213,<0.01%,Semiconductors,CN,---,"$398,853.48","27,275"
,BF12ZV5,Leejam Sports Co JSC,LEEJAM,<0.01%,Leisure Facilities,SA,---,"$398,798.53","18,495"
,6327479,Marksans Pharma Ltd,MRKS,<0.01%,Pharmaceuticals,IN,---,"$398,753.53","154,065"
,BM9F4B8,Doms Industries Ltd,DOMS,<0.01%,Office Services & Supplies,IN,---,"$398,602.02","17,346"
,BLDB374,Addnode Group AB,ANODB,<0.01%,IT Consulting & Other Services,SE,---,"$398,415.99","78,875"
,BNHPNM1,Shanghai Allist Pharmaceuticals Co Ltd,688578,<0.01%,Pharmaceuticals,CN,---,"$398,399.29","30,051"
,6906823,Tsukishima Holdings Co Ltd,6332,<0.01%,Industrial Machinery & Supplies & Components,JP,---,"$398,093.28","23,800"
,B73B053,SANSIRI PUBLIC CO LTD-FORGN,SIRI/F,<0.01%,Real Estate Development,TH,---,"$397,817.85","9,041,700"
,B29WJR0,Ruentex Engineering & Construction Co,2597,<0.01%,Construction & Engineering,TW,---,"$397,771.65","75,000"
,BP3R530,Shanghai Lujiazui Finance & Trade Zone Development Co Ltd,600663,<0.01%,Diversified Real Estate Activities,CN,---,"$397,718.69","371,300"
,B4Q98Z9,BANGKOK LIFE ASSURANCE-NVDR,BLA-R,<0.01%,Life & Health Insurance,TH,NVDR,"$397,060.24","566,780"
,BFNH9M7,Premium Group Co Ltd,7199,<0.01%,Consumer Finance,JP,---,"$396,912.74","31,200"
,BSPC6B9,SMU SA,SMU,<0.01%,Food Retail,CL,---,"$396,892.29","2,436,207"
,BLH35X6,SiteMinder Ltd,SDR,<0.01%,Application Software,AU,---,"$396,870.58","157,381"
